Job Title,Company Name,Exp,Location,Skills,Functional Areas,rating,Vacancy,Employment Type,companyId
"Consultant, Development",Infogain India (P) Ltd.,4-6 years,Bengaluru/Bangalore,",Manual testing,Python,Workflow,Agile,Testing tools,JIRA,ui automation,Web UI,devops",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",1161
"Consultant, Development",Infogain India (P) Ltd.,4-7 years,Bengaluru/Bangalore,",SDLC,Agile methodology,Software development life cycle,Software testing life cycle,Database testing,UI testing",,3.5,,,1162
"Consultant, Development",Infogain India (P) Ltd.,4-6 years,Noida,",Automation,Test cases,Gap analysis,continuous integration,Unit testing,Backend",,3.5,,,1163
Full Stack Development,VIT University,10-15 years,Vellore,",Administration management,Industry research,Staff development,MIS,Performance appraisal,Consultancy",,3.5,,,1164
RPA Developer,Siemens Energy,2-6 years,Gurgaon/Gurugram,,,3.9,,,1165
Full Stack Development,VIT University,10-15 years,Vellore,,HR & Admin,3.8,,"Full Time, Permanent",1166
Java and Microservices Developer,Xpanxion International Pvt Ltd  ,5-7 years,"Pune, Ahmedabad",",Core Java,SCALA,RDBMS,GIT,Shell Scripting,Linux",,3.8,,,1167
Java and Microservices Developer,Xpanxion International Pvt Ltd  ,5-7 years,"Pune, Ahmedabad",",Core Java,SCALA,RDBMS,GIT,Shell Scripting,Linux",Other,4.3,,"Full Time, Permanent",1168
React JS Developer,Panamax Infotech Limited ,2-7 years,"Delhi NCR, Ahmedabad, Bengaluru/Bangalore",",Javascript,Redux,JQuery,Webpack,React.Js,Node.Js",,4.3,,,1169
React JS Developer,Panamax Infotech Limited ,2-7 years,"Delhi NCR, Ahmedabad, Bengaluru/Bangalore",",Javascript,Redux,JQuery,Webpack,React.Js,Node.Js",Other,4.1,,"Full Time, Permanent",1170
Quest Global Technologies - Senior React.js Developer - Frontend Architecture (3-10 yrs),Quest Global Technologies LTD,3-10 years,,",React.js,Redux,Javascript,jQuery,UI,AngularJS,LESS/SASS,Bootstrap,Frontend Architecture",Software/Testing/Networking,4.3,,,1171
Quest Global Technologies - React Native Developer - iOS & Android Platform (1-3 yrs),Quest Global Technologies LTD,1-3 years,,",React Native,API Integration,WebAPI,SDK,Mobile App Designing,iOS",,4.3,,,1172
iOS  - Mac OS X developer,Max Secure Software India Pvt. Ltd ,1-5 years,Pune,",XCode,IPhone SDK,Mac OS X,push notification,System Programming,Objective C",,4.3,,,1173
SAP ABAP MDG Developer,Ingram Micro (I) Pvt Ltd ,6-11 years,"Chennai, Mumbai",,Other,3.9,,"Full Time, Permanent",1174
"Fullstack (Angular, Node.js) Developer",Wagons Learning Pvt Ltd   ,1-3 years,Mumbai,",Node.Js,Angular",,3.9,,,1175
"Fullstack (Angular, Node.js) Developer",Wagons Learning Pvt Ltd   ,1-3 years,Mumbai,",Node.Js,Angular",Other,4.1,,"Full Time, Permanent",1176
Pharma MES Developer,Siemens Limited,1-2 years,"Pune, Thane, Bengaluru/Bangalore
							
								+ 1 more",",Oracle,VB,SSRS,Workflow,Computer science,Simulation",,4.1,,,1177
Mendix Developer,Siemens Limited,2-6 years,Bengaluru/Bangalore,",SQL,Javascript,HTML,Ajax,jQuery,RDBMS",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",1178
Pharma Senior MES Developer,Siemens Limited,4-8 years,"Pune, Thane, Bengaluru/Bangalore
							
								+ 1 more",",Oracle,VB,SSRS,Workflow,Computer science,Simulation",,4.2,,,1179
Pharma Senior MES Developer,Siemens Limited,4-8 years,"Pune, Thane, Bengaluru/Bangalore
							
								+ 1 more",",Oracle,VB,SSRS,Workflow,Computer science,Simulation",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",1180
MEAN/MERN Stack Developer - Node.js/Express.js (2-6 yrs),SmartData Enterprises Inc.,2-6 years,smartData Enterprises,",AWS,Java,Python,React.js,MEAN,MERN Stack,Node.js,Express.js,MongoDB,Angular 2+",Software/Testing/Networking,3.6,,,1181
Developer ,Deutsche Bank,3-7 years,Pune,",Data analysis,Manager Quality Assurance,HTML,Financial services,Analytical,Db2",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",1182
Developer,Deutsche Bank,3-7 years,Pune,",Auditing,Backend,Oracle,Analytical,Operations,HTML",,4.2,,,1183
React Native Developer,Clixlogix Technologies Pvt. ltd. ,2-5 years,Noida,",Javascript,React Native,Android,Mobile Application Development,Android Development,Android SDK",,4.2,,,1184
Development  Manager-Concrete,Fosroc Chemicals (India) Pvt Ltd ,13-20 years,Bengaluru/Bangalore,,,4.4,,,1185
C++ Developer,Oracle India Pvt. Ltd.   ,4-9 years,Bengaluru/Bangalore,",C++,Visual Studio,Windows",Other,3.8,,"Full Time, Permanent",1186
Angular Developer - Immediate,Maveric Systems Limited     ,3-8 years,"Chennai, Pune, Bengaluru/Bangalore",",Javascript Frameworks,HTML,CSS,Typescript,Angular,Web Technologies",,3.8,,,1187
Angular Developer - Immediate,Maveric Systems Limited     ,3-8 years,"Chennai, Pune, Bengaluru/Bangalore",,Other,3.9,,"Full Time, Permanent",1188
.Net Core Developer,KG information Systems Pvt Limited        ,3-8 years,"Chennai, Bengaluru/Bangalore, Coimbatore
							
								+ 1 more",",.Net Core,Dot net core",,3.9,,,1189
Looking For Interns For Learning & Development  Department,IMERIT TECHNOLOGY SERVICES PRIVATE LIMITED ,Not Disclosed,Emerson Electric Co.,",Mba Fresher,Fresher,MS Office,Excel,Powerpoint,MS Office Word",,3.9,,,1190
Services Software Expert (enovia Developer),Dassault Systemes,2-7 years,Pune,",ENOVIA,Java,JavaScript",Software/Testing/Networking,4.3,,"Full Time, Permanent",1191
Sr. Developer,StateStreet Global Advisor Pvt Ltd,8-10 years,Hyderabad/Secunderabad,",UML,J2Ee,Javascript,Linux,Hibernate,PLSQL",,4.3,,,1192
Sr. Developer,StateStreet Global Advisor Pvt Ltd,8-10 years,Hyderabad/Secunderabad,,Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",1193
Implementation Developer,Amdocs Development Center India Pvt. Ltd.,1-5 years,Pune,,,3.9,,,1194
Senior / Lead Blockchain Developer,Synerzip Softech India Pvt Ltd,3-6 years,Pune,",Linux,MySQL,Application development,Wireless,Cloud computing,Healthcare",,3.9,,,1195
Senior Xamarin Developer - Excellarate,Synerzip Softech India Pvt Ltd,4-7 years,Pune,,,4.4,,,1196
Developer,TransUnion Software Services Pvt. Ltd,3-6 years,Chennai,,,4.5,,,1197
Lead/Senior UI (Node and React) Developer,Synerzip Softech India Pvt Ltd,2-7 years,Pune,",SQL,Javascript,Ajax,Application development,Wireless,Cloud computing",,4.4,,,1198
Azure Kubernetes Developer,Pricewaterhouse Coopers Private Limited,3-6 years,Bengaluru/Bangalore,,,3.6,,,1199
React JS Developer,Samartha Infosolutions Pvt Ltd  ,3-6 years,Bengaluru/Bangalore,,,4.7,,,1200
Embedded platform developer-Chennai,Ruckus Networks,6-11 years,Chennai,",C,Embedded Software Development,I2C,PCIE,Linux Device Drivers,Bsp,Board Bringup,Linux Kernel",Other,3.5,,"Full Time, Permanent",1201
iAM SailPoint Developer - Tomcat/LDAP (5-11 yrs),ACS Pvt. Ltd.,5-11 years,,",iAM,SailPoint,XML,Struts,Application Server,Tomcat",,3.5,,,1202
React JS Developer,BigStep Technologies Pvt. Ltd.  ,2-7 years,Delhi NCR,,,4.6,,,1203
Senior Unity Developer,Oceaneering International Services Limited ,4-8 years,"Pune, Chandigarh",",Unity3D,C#,C#.net,AR,VR,UX/UI",,4.6,,,1204
Senior Unity Developer,Oceaneering International Services Limited ,4-8 years,"Pune, Chandigarh",,Other,3.8,,"Full Time, Permanent",1205
ReactJS Developer | 3 To 15 Yrs | Mphasis @ PAN India!!!!!!!!,Mphasis Limited ,4-9 years,"Chennai, Pune, Delhi NCR
							
								+ 3 more",,,3.7,,,1206
React Native Developer - iOS | 2 To 14 Yrs | Remote | Mphasis!!,Mphasis Limited ,3-8 years,India,",CSS,HTML,Javascript,React Native,IOS",Software/Testing/Networking,3.7,,"Full Time, Temporary/Contractual",1207
Opportunity For - React Developer,Fulcrum Digital Private Limited ,2-6 years,Pune,",Javascript,CSS,HTML,Webpack,React.Js,Front End",,3.7,,,1208
Opportunity For - React Developer,Fulcrum Digital Private Limited ,2-6 years,Pune,",Javascript,CSS,HTML,Webpack,React.Js,Front End",Software/Testing/Networking,3.6,,"Full Time, Permanent",1209
Snowflake Developers- Virtusa - Pune,Virtusa Consulting Services Pvt Ltd ,5-8 years,Pune,",Snowflake",,3.6,,,1210
Genpact - Tableau/Alteryx Developer (3-5 yrs),Genpact,3-5 years,Genpact,",Power Automate,PowerApps,Alteryx,Tableau",Software/Testing/Networking,4,,,1211
MERN (Full-Stack) Developer,Info Edge India Ltd. ,1-5 years,Delhi NCR,,,3.9,,,1212
React.js  developers,Codiant- A Yash Technologies Company,0-5 years,Indore,",Redux,React.Js,Npm,Rest",,3.9,,,1213
Datacom Developer,Altran Technologies India Private Limited. ,4-9 years,Chennai,",OSPF,Bgp,Lldp,Datacom",Other,3.6,,"Full Time, Permanent",1214
Hiring Ionic framework + Angular developers,Clover Infotech Pvt Ltd,3-4 years,Mumbai,",Angular,Ionic Framework",,3.6,,,1215
Required Developer at Udyog Vihar Ggn Bajaj Capital Ltd,Bajaj Capital Limited,3-8 years,Gurgaon/Gurugram,",Javascript,Angularjs,Angular,Net,.Net,developer",,3.7,,,1216
Node JS Developer,Chetu India Pvt. Ltd.  ,2-4 years,Noida Sec 63,",Node.Js,node js,Express.Js,Mongo Db,Java Script,Middleware",,3.6,,,1217
Xamarin Developer,Chetu India Pvt. Ltd.  ,2-4 years,Noida,",Xamarin,Mobile Application Development,xamarinnative,xml,mobile app,xamarin form",,3.6,,,1218
React Native Developer,Chetu India Pvt. Ltd.  ,2-4 years,Noida,",React Native,Javascript,Continuous Improvement,User Experience,Rest,ios",Other,3.6,,"Full Time, Permanent",1219
React JS Developer,Chetu India Pvt. Ltd.,2-7 years,Noida,",React JS,Java Script,Redux",,3.6,,,1220
Senior C++ Developer - Remote Opportunity (Immediate Joiner),Trantor Software Pvt. Ltd. ,4-8 years,Chandigarh,",Android SDK,Ndk,Core Java,C++,Kotlin,Data Structures",Other,4.1,,"Full Time, Permanent",1221
Looking For Sitecore Developer,Icreon Communications Pvt. Ltd. ,4-9 years,Noida,",Sitecore,Helix,sitecore commerce",,4.1,,,1222
Hiring! .Net Core + Angular (FullStack  Developers),ValueLabs LLP   ,4-9 years,Hyderabad/Secunderabad,,,4,,,1223
Roku Developer,Xavient Digital - Powered by TELUS International,3-8 years,Noida,",XML,Ott,OS,API,UI,User Experience",,3.5,,,1224
Camunda Developer,Xavient Digital - Powered by TELUS International,5-8 years,Noida,",Camunda Bpm,Kafka,Oracle DBA,RestFull",Other,3.6,,"Full Time, Permanent",1225
Web Application - Developer,Lakshmi Machine Works Limited   ,3-8 years,Coimbatore,",Web Application Development,Web Technologies,.Net,PHP,angular,javascript",,3.6,,,1226
Web Application - Developer,Lakshmi Machine Works Limited   ,3-8 years,Coimbatore,,Other,3.9,,"Full Time, Permanent",1227
"Consultant, Development",Infogain India (P) Ltd.,3-4 years,Mumbai,,,3.5,,,1228
"Consultant, Development (4.5-6 years)",Infogain India (P) Ltd.,4-6 years,Noida,",SQL,Python,Machine learning,Natural language processing,Neural networks,Logistic regression",,3.5,,,1229
"Consultant, Development",Infogain India (P) Ltd.,3-4 years,Noida,",SQL,Windows,VB SCRIPT,Powershell,Analytical,Troubleshooting",,3.5,,,1230
"Consultant, Development (4.5-6 years)",Infogain India (P) Ltd.,4-6 years,Noida,",SQL,Python,Machine learning,Natural language processing,Neural networks,Logistic regression,linear regression,Data analytics,deep learning,data science",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",1231
Urgent Opening For AI Developer & AI Team Lead,Epicenter Technologies Pvt. Ltd    ,1-6 years,Mumbai,",Python,Machine Learning,Caffe,Pytorch,Keras,Tensorflow",,3.6,,,1232
C++ Developer,InTimeTec VisionSoft Pvt Ltd ,2-5 years,"Bengaluru/Bangalore, Jaipur",",C++,OOPS,C++11,C++ Developer,C++ Development,Socket Programming",,3.6,,,1233
smartData Enterprises - MEAN/MERN Stack Developer - Node.js/Express.js (2-9 yrs),Smartdatainc.Net,2-9 years,smartData Enterprises,",MEAN,MERN Stack,Node.js,Express.js,MongoDB,Full Stack",Software/Testing/Networking,3.6,,,1234
C# Developer - 2+ years Exp - Work from Office  - Join Immediately,Navabharat Limited ,2-7 years,Hyderabad/Secunderabad,",C#,User Interface Designing,SQL Server",,3.6,,,1235
IICS Developer - Immediate Joinee - Chennai,Thirdware Solution Limited    ,6-11 years,Chennai,",Application Integration,IICS",,4.3,,,1236
Java Spark Scala Developer,US Technology International Pvt Ltd   ,5-10 years,Mumbai,,,3.9,,,1237
JAVA API Developer || Jamshedpur,TATA TECHNOLOGIES LTD.,3-8 years,Jamshedpur,",Java Api,Java,Java Application Programming Interface,JEE internals,springboot,Hibernate",,3.9,,,1238
Node Js Developer,Codiant- A Yash Technologies Company,2-7 years,Indore,,,4.7,,,1239
"Implementation Developer (JavaScript, HTML, CSS)",Amdocs,1-5 years,Pune,,,3.9,,,1240
C++/C# Developer - Backend Architecture (3-10 yrs),Smart Data,3-10 years,smartData Enterprises,",C#,C++,Python,Agile,PowerShell,Scripting,Backend Architecture",Software/Testing/Networking,3.6,,,1241
Executive Formulation Development,SWISS GARNIER GENEXIAA SCIENCES PRIVATE LIMITED  ,2-5 years,Una,",Research,Formulation Development,Technology Transfer,Product Development,Data Review,Safety Regulations",,3.6,,,1242
Executive Formulation Development,SWISS GARNIER GENEXIAA SCIENCES PRIVATE LIMITED  ,2-5 years,Una,",Research,Formulation Development,Technology Transfer,Product Development,Data Review,Safety Regulations",Other,3.9,,"Full Time, Permanent",1243
eLearning Developer,NOVAC TECHNOLOGY SOLUTIONS PRIVATE LIMITED ,1-6 years,Chennai,",Photoshop,Illustrator,Captivate,Camtasia,Learning,Design",,3.9,,,1244
Urgent Opening - AR VR Developer - Chennai,NOVAC TECHNOLOGY SOLUTIONS PRIVATE LIMITED ,0-4 years,"Chennai, Tamilnadu",",MySQL,PHP,Android,IOS,Web Technologies,Unreal Engine",,3.9,,,1245
Developer - Pyhton,EMERSON INNOVATION CENTER,3-5 years,Chandigarh,",Python,Testing tools,Debugging,Front end,Computer science,Django",,3.9,,,1246
Developer - React,EMERSON INNOVATION CENTER,4-6 years,Chandigarh,",Troubleshooting,HTML,Coding,Javascript,Monitoring,Analytical",,3.9,,,1247
React Native/Flutter Developer,Matrix Media Solutions Pvt. Ltd.   ,2-5 years,Kolkata,",Android,React Native,Hybrid Mobile Application Developer,React Native Developer,Mobile Application Developer",,3.9,,,1248
React JS developer,APPS BUSINESS IT SOLUTIONS PRIVATE LIMITED ,6-10 years,Chennai,",React.Js",,3.8,,,1249
"Dotnet  Developer - ASP.Net , MVC, C# - Work from Home",Keyideas Infotech (P) Limited  ,1-3 years,"Delhi NCR, Gurgaon/Gurugram, Noida",",ASP.Net,C#.Net,.NET Framework,SQL Server,WCF,LINQ",,3.8,,,1250
Java - Microservices Developer,BIRLASOFT LIMITED,3-8 years,"Chennai, Pune, Nagpur
							
								+ 6 more",",Spring Security,Spring Cloud,JPA,Hibernate,Spring Boot,Microservices",Software/Testing/Networking,3.6,,"Full Time, Permanent",1251
Urgent Requirement-DXC hiring For Share Point SPFX developers,DXC Technology India Private Limited,5-8 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad",",Spfx,Sharepoint Framework,Javascript,JQuery,JSON,C#.Net",,3.6,,,1252
Urgent Requirement-DXC hiring For Share Point SPFX developers,DXC Technology India Private Limited,5-8 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad",,Content,4.1,,"Full Time, Permanent",1253
Lead Azure Developer,experionglobal,8-10 years,"Thiruvananthapuram, Cochin/Ernakulam/Kochi",,,4.1,,,1254
Senior Product Security Developer,Johnson Controls,10-15 years,Pune,,,4.1,,,1255
Developer II - Embedded Linux,Johnson Controls,6-11 years,Pune,,,4.1,,,1256
ELK Stack Developer,Intelizign Engineering Services Pvt Ltd  ,2-6 years,"Chennai, Pune, Bengaluru/Bangalore
							
								+ 1 more",,Other,3.7,1 vacancy,"Full Time, Permanent",1257
Developer I (FW),Johnson Controls,3-7 years,Pune,",Manager Quality Assurance,Six sigma,Analog,ISO,Embedded software,SPI",,3.7,,,1258
Developer II,Johnson Controls,4-9 years,Pune,",SQL,Software design,Design development,Analytical,MVC,international travel",,3.7,,,1259
Developer I,Johnson Controls,3-5 years,Pune,",Delphi,Programming,Agile scrum,continuous integration,Design development,Pascal",,3.7,,,1260
Developer II (Delphi/Pascal),Johnson Controls,3-5 years,Pune,",Agile,Delphi,Programming,Pascal,Agile scrum,continuous integration,Design development,Testing,Management",Software/Testing/Networking,3.7,1 vacancy,"Full Time, Permanent",1261
"Consultant, Development",Infogain India (P) Ltd.,4-6 years,Bengaluru/Bangalore,,,3.5,,,1262
"Consultant, Development ",Infogain India (P) Ltd.,4-6 years,Mumbai,",Ajax,WCF,Web development,Agile,JSON,Visual Basic",,3.5,,,1263
"Consultant, Development ",Infogain India (P) Ltd.,4-6 years,Noida,",Test cases,Test scripts,Analytical,Testing,Manual",,3.5,,,1264
"Consultant, Development ",Infogain India (P) Ltd.,4-6 years,Noida,",Test cases,Test scripts,Analytical,Testing,Manual",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",1265
"Consultant, Development",Infogain India (P) Ltd.,6-11 years,Bengaluru/Bangalore,",SQL,Python,Publishing,NoSQL,Analytical skills,HTML;Javascript",,3.5,,,1266
"Consultant, Development",Infogain India (P) Ltd.,5-10 years,Bengaluru/Bangalore,",XML,Web services,Automation,JSON,Scrum,Analytical",,3.5,,,1267
React.js Developer,Zapbuild Technologies,1-4 years,Mohali,",Reactjs,OOPs,MySQL,JavaScript,HTML5,CSS3",,3.5,,,1268
React Native Developer,Aspire Systems India (P) Ltd  ,3-5 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad",,,4,,,1269
Junior Angular Developer - Hacker Rank Test,Aspire Systems India (P) Ltd  ,1-2 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad",",Javascript,CSS,HTML,Front End,Angular,Web Technologies",,4,,,1270
Junior React Developer - Hacker Rank Test,Aspire Systems India (P) Ltd  ,1-2 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad",",Front End,react js,redux,restful apis,front end developer,Ecmascript,ES,javascript,React.js",Software/Testing/Networking,4,,"Full Time, Permanent",1271
Engineer Research &  Development,Laxmi Remote (India) Private Limited. ,3-8 years,Noida,",Firmware,Embedded Software,Electronics,Research and Development",,4,,,1272
Engineer Research &  Development,Laxmi Remote (India) Private Limited. ,3-8 years,Noida,",Firmware,Embedded Software,Electronics,Research and Development",Other,3.7,1 vacancy,"Full Time, Permanent",1273
Salesforce+Lightning Developer - Noida/Gurgaon,AWC Software Pvt. Ltd.   ,2-7 years,Noida,",Lightning,Salesforce",,3.7,,,1274
AWS Developer - IaaS/PaaS (8-12 yrs),Manpower Group,8-12 years,AWC Software,",PaaS,IaaS,Terraform,CI/CD Pipeline,AWS Infrastructure,AWS",,4.1,,,1275
SNOW/Service Now Developer- Gurgaon,AWC Software Pvt. Ltd.   ,4-8 years,Gurgaon/Gurugram,",Snow,Servicenow",Other,4.1,1 vacancy,"Full Time, Permanent",1276
Trainee (Stipend) - Research & Development @ Gajraula (U.P.),JUBILANT PHARMOVA LIMITED  ,0-1 years,Gajraula,",Chemical Research,Chemistry,MSC,Research Development",,4.1,,,1277
Trainee (Stipend) - Research & Development @ Gajraula (U.P.),JUBILANT PHARMOVA LIMITED  ,0-1 years,Gajraula,,Other,3.5,,"Full Time, Temporary/Contractual",1278
EY - Consultant - Skill Development - Government Advisory (5-10 yrs),EY India,5-10 years,Ernst & Young,,,3.7,,,1279
ReactJS Developer,Xebia IT Architects India Pvt Ltd   ,6-11 years,"Pune, Bengaluru/Bangalore, Gurgaon/Gurugram",",Javascript,Redux,CSS,Jest,HTML,Webpack",,3.7,,,1280
WPF Developer,Eurofins It Solutions India Pvt Ltd  ,1-6 years,"Chennai, Bengaluru/Bangalore",",WPF,OOPS,mvvm,c#,.net,SQL",Other,3.3,,"Full Time, Permanent",1281
Power Platform Developer,Altisource Business Solutions Pvt Ltd,2-4 years,Bengaluru/Bangalore,",Sharepoint,Javascript,HTML,JSON,Business process,Process automation",,3.3,,,1282
Senior C# Developer,OPTEL VISION,8-13 years,Panaji/Panjim,",Analytical,Social media,Analytics,Computer science,MS SQL,GCP",,3.6,,,1283
